word,emotion,intensity,context,examples,emojis
大嫌い,嫌悪,0.9,強い嫌い表現,大嫌い、大嫌いすぎる、大嫌いなタイプ、大嫌いでしかない、大嫌い案件,"💢,🚫,😡"
公害レベル,嫌悪,0.9,迷惑レベルの嫌悪,公害レベルすぎる、公害レベルの迷惑、公害レベル案件、公害レベルの発言、公害レベルを超えた,"🚫,💀,⚠️"
全力で嫌い,嫌悪,0.9,全力の嫌い表現,全力で嫌い、全力で嫌いすぎる、全力で嫌い案件、全力で嫌いでしかない、全力で嫌いを感じる,"💢,🚫,😡"
虫唾が走る,嫌悪,0.9,強烈な嫌悪,虫唾が走る、虫唾が走るレベル、虫唾が走る発言、虫唾が走る行動、虫唾が走りすぎ,"🤢,😡,🚫"
反吐が出る,嫌悪,0.9,吐き気を催す嫌悪,反吐が出る、反吐が出るレベル、反吐が出る行動、反吐が出る発言、反吐が出るほど嫌い,"🤮,🚫,💢"
吐き気がする,嫌悪,0.9,嫌悪による吐き気,吐き気がする、吐き気がするレベル、吐き気がする発言、吐き気がする行動、吐き気がしてくる,"🤮,🤢,🚫"
存在が迷惑,嫌悪,0.9,存在への嫌悪,存在が迷惑すぎる、存在が迷惑案件、存在が迷惑でしかない、存在が迷惑レベル、存在が迷惑を超えた,"🚫,💀,😡"
存在価値なし,嫌悪,0.9,強烈な批判,存在価値なし、存在価値なし案件、存在価値なしレベル、存在価値なしを超えた、存在価値なしでしかない,"💀,🚫,👎"
救いようがない人,嫌悪,0.9,人物への嫌悪,救いようがない人、救いようがない人すぎ、救いようがない人案件、救いようがない人を見た、救いようがない人でしかない,"💀,🚫,😡"
キモい,嫌悪,0.85,強い嫌悪,キモすぎる、キモいんだが、キモいを超えてる、キモいレベルが違う、キモい発言,"🤢,😖,🚫"
気持ち悪い,嫌悪,0.85,嫌悪感,気持ち悪い発言、気持ち悪い行動、気持ち悪すぎ、気持ち悪くて無理、気持ち悪い絡み方,"🤮,😣,💢"
どん引き,嫌悪,0.85,強いドン引き,どん引きした、どん引きすぎる、まじどん引き、どん引き案件、どん引きして声出た,"😱,🚫,😤"
地雷案件,嫌悪,0.85,SNS地雷,完全に地雷案件、これは地雷案件、地雷案件すぎた、地雷案件踏んだ、地雷案件確定,"💣,🚫,⚠️"
ブロック推奨,嫌悪,0.85,SNSブロック,ブロック推奨案件、ブロック推奨レベル、これはブロック推奨、ブロック推奨すぎる、ブロック推奨です,"🚫,🔒,💢"
終わってる,嫌悪,0.85,強い批判,終わってる発言、終わってる対応、終わってる会社、終わってるにも程がある、もう終わってる,"💀,🚫,👎"
論外,嫌悪,0.85,論外認定,これは論外、完全に論外、論外すぎる、論外レベル、論外でしかない,"🚫,❌,💢"
受け付けない,嫌悪,0.85,受け入れ拒否,受け付けない、受け付けなくなった、受け付けないレベル、受け付けない発言、完全に受け付けない,"🚫,🤢,😖"
不快極まる,嫌悪,0.85,極端な不快感,不快極まる、不快極まりない、不快極まる行動、不快極まる発言、不快極まる対応,"😖,💢,🚫"
絶縁確定,嫌悪,0.85,SNS絶縁表現,絶縁確定、絶縁確定案件、絶縁確定すぎ、絶縁確定でしかない、完全に絶縁確定,"✂️,🚫,🔒"
関係を断つ,嫌悪,0.85,関係の断絶,関係を断つ、関係を断ちたい、関係を断つしかない、関係を断つことにした、完全に関係を断つ,"✂️,🚫,🔒"
ドブに捨てた,嫌悪,0.85,失望した嫌悪,ドブに捨てたような体験、ドブに捨てた感がある、ドブに捨てたも同然、ドブに捨てたレベル、ドブに捨てたを感じる,"🗑️,💔,😡"
不快指数最高,嫌悪,0.85,不快感の強さ,不快指数最高すぎる、不快指数が最高、不快指数最高案件、不快指数最高を更新、不快指数が最高値,"😖,🌡️,💢"
引く,嫌悪,0.8,ドン引き,引いた、まじで引く、引きすぎ、引いてる場合じゃない、ドン引きした,"😱,🚫,💢"
幻滅,嫌悪,0.8,失望・幻滅,幻滅した、完全に幻滅、幻滅しかない、幻滅しすぎた、幻滅させないでくれ,"💔,😞,😤"
関わりたくない,嫌悪,0.8,回避意図,関わりたくない人、関わりたくなさすぎ、絶対関わりたくない、もう関わりたくない、関わりたくない案件,"🙅,🚪,💨"
拒否感,嫌悪,0.8,強い拒否感,拒否感がある、拒否感しかない、強い拒否感、拒否感を感じる、拒否感がやばい,"🚫,😖,💢"
思わず引く,嫌悪,0.8,引いてしまう嫌悪,思わず引く、思わず引いてしまった、思わず引くレベル、思わず引く発言、思わず引く行動,"😱,🚫,😖"
卒業します,嫌悪,0.8,SNS離脱表現,卒業します、そのコンテンツを卒業します、推しを卒業します、卒業することにした、卒業します案件,"🎓,👋,🚪"
うんざり,嫌悪,0.75,うんざり感,もううんざり、うんざりしかない、うんざりしてる、うんざりレベル最大、うんざりさせないで,"😩,💢,🙅"
呆れた,嫌悪,0.75,呆れ,呆れすぎて笑えない、呆れた、呆れてる、呆れを通り越した、呆れしかない,"😑,💢,🤦"
萎え萎え,嫌悪,0.75,やる気消失,萎え萎えになった、完全に萎え萎え、萎え萎えすぎ、萎え萎えで無理、萎え萎え案件,"😩,💢,🥀"
げんなり,嫌悪,0.7,げんなり疲労,げんなりした、げんなりしてる、げんなりしかない、げんなりする展開、げんなりする発言,"😮‍💨,💢,😞"
冷めた,嫌悪,0.7,興味・好意の消失,完全に冷めた、冷めてきた、一気に冷めた、熱が冷めた、冷めるを超えた,"🥶,💔,😐"
興ざめ,嫌悪,0.7,雰囲気破壊,興ざめすぎる、完全に興ざめ、興ざめした、興ざめ発言、これで興ざめ,"😑,💨,🙅"
白ける,嫌悪,0.7,白けた雰囲気,白けた、一気に白ける、白け気味、白けすぎてる、これで白けた,"😐,💨,🌫️"
